id,state,district,state_id,district_id,category,phone_1,title,address,city,phone_2,last_verified_on
0,Uttar Pradesh,mirzapur,35,664,hospital,9628214214,Apex Institure Of Medical Sciences,,,9415304106,4/22/2021 18:29:00
1,Maharashtra,mumbai city,22,378,hospital,91 223759025,BMS Mumbai medical helpline,,,,
2,Chhattisgarh,raipur,10,148,hospital,9424202260,sp sahu,Indore stadium,,,
3,Delhi (NCT),south west delhi,12,165,hospital,011-25322335,Surya kiran hospital,Najafgarh,najafgarh,7982806070,"24 April, 3:14AM"
4,Delhi (NCT),north west delhi,12,161,hospital,011-43126000,Bhagwati Hospital,"Rohini, New Delhi",rohini,,23 April - 19:57
5,Delhi (NCT),south west delhi,12,165,hospital,9354085207,Jay Hospital,Najafgarh,najafgarh,,23 April 11:02 PM
6,Haryana,ambala,15,201,hospital,9910223322,Gyan Sagar Medical College,Ambala,ambala,,24 April 12:31 PM
7,Rajasthan,sikar,30,528,hospital,9829294865,Getwell Hospital,"RAJASTHAN, sikar",sikar,9414214011,"24 April, 1:30 PM"
8,Delhi (NCT),new delhi,12,158,hospital,8448284610,Madhukar Rainbow Children Hospital11 ICU Beds,"Geetanjali FC 29 5 Near Malaviya Nagar Metro Station, New Delhi",,9100065913,4/25/2021 5:00p.m
9,Bihar,patna,8,112,hospital,7004406669,"K.K Hospital, Purnea",,,,26th Apr 10 am
10,Bihar,patna,8,112,hospital,9135582078,Ayushmann care Hospital ,,,,26 Apr 1:38 PM
11,Bihar,patna,8,112,hospital,9470003568,Hospital,NMCH Patna,,,
12,Gujarat,dahod,14,177,hospital,7990161244,Railway Main Hospital Dahod,,,,4/23/2021 5:16pm
13,Gujarat,navsari,14,190,hospital,8141846005,Orange Hospital,,,2637242200,4/24/2021 1:57pm
14,Rajasthan,hanumangarh,30,514,hospital,9413378778,Mahatma Gandhi Memorial Hospital,,,,4/27/2021 2:37pm
15,Maharashtra,mumbai city,22,378,hospital,912222197331,BMS Mumbai medical helpline,,,,
16,Bihar,arwal,8,88,hospital,1234567890,Hospital Beds - Arwal,,arwal,,
17,Jharkhand,bokaro,18,255,hospital,1234567890,Hospital Beds - Bokaro,,bokaro steel city,,
18,Uttarakhand,champawat,36,686,hospital,5965231012,District Hospital,,,,4/23/2021 9:06pm
19,Uttarakhand,pauri garhwal,36,690,hospital,1346244701,"Base Hospital Kotdwar, Srinagar Medical College",,,,4/23/2021 6:54pm
20,Uttarakhand,uttarkashi,36,695,hospital,1374222103,District Hospital,,,,4/23/2021 5:57pm
21,West Bengal,howrah,37,704,hospital,9230518611,Sanjivani Nursing Home,,,,4/24/2021 12:34pm
22,Uttar Pradesh,lucknow,35,657,hospital,9839214214,Lucknow Hospital,"B-1, Kanpur - Lucknow Rd, Sindhu Nagar, Behind, Krishna Nagar, Kotwali, Lucknow, Uttar Pradesh 226023",lucknow,0522 2470855,
23,Chhattisgarh,raipur,10,148,hospital,9300850010,ashwani dewagan,Kirti covid care center,,,
24,West Bengal,howrah,37,704,hospital,3340880000,"Ils Hospital , Golabarihowrah",,,,4/23/2021 2:02pm
25,Gujarat,amreli,14,169,hospital,9978293000,Navjivan General Hospital,,,,4/22/2021 2:22pm
26,Gujarat,surat,14,200,hospital,9924144772,Apple Hospital,,,2612310703,4/24/2021 15:47:00
27,Rajasthan,sikar,30,528,hospital,1572274460,"Kalyan Arogya Sadan, Sanwali, Sikar",,,,4/24/2021 12:49:00
28,Uttar Pradesh,kaushambi,35,653,hospital,9451127528,The Purnima Hospital And Research Center,,,9451127528,4/23/2021 17:54:00
29,Bihar,madhepura,8,106,hospital,1234567890,Hospital Beds - Madhepura,,madhepura,,
30,Gujarat,morbi,14,188,hospital,9825257493,Krishna Multispeciality Hospital,,,2822224491,4/23/2021 5:33pm
31,Uttar Pradesh,lucknow,35,657,hospital,9919604383,Vinayak Trauma Centre & Hospital,"Junabgunj,, Kanpur - Lucknow Rd, Lucknow, Uttar Pradesh 227101",lucknow,,
32,Gujarat,morbi,14,188,hospital,7575088888,Ayush Multispeciality Hospital,,,2822222122,4/24/2021 1:35pm
33,Bihar,nalanda,8,110,hospital,1234567890,Hospital Beds - Nalanda,,nalanda,,
34,Rajasthan,jaipur,30,515,hospital,0141 2225624,Rajasthan Covid Control Room/Beds,Jaipur-Rajasthan,jaipur,181,
35,Rajasthan,alwar,30,501,hospital,7793007366,Rajiv Gandhi General Hospital,,,,4/22/2021 2:18pm
36,Bihar,west champaran,8,124,hospital,1234567890,Hospital Beds - West Champaran,,west champaran,,
37,Rajasthan,alwar,30,501,hospital,1445132019,Lords Hospital,,,,4/22/2021 2:17pm
38,Madhya Pradesh,bhopal,21,319,hospital,7692940261,RKDF University Hospital,,,919301108890,4/27/2021 14:35:00
39,Telangana,hyderabad,33,571,hospital,9700884429,Pratima Hospital,,hyderabad,,
40,Uttar Pradesh,lucknow,35,657,hospital,8960099939,Jagrani Hospital,"C 50 51, Trimurti Gram, Ring Road, Kalyanpur, Lucknow, Uttar Pradesh 226022",lucknow,,
41,Kerala,kottayam,1,5,hospital,9447347282,General Hospital Kottayam,,,,4/24/2021 12:09:00
42,Uttar Pradesh,lucknow,35,657,hospital,7982565379,Chandan Hospital,"Faizabad Rd, Vikrant Khand 3, Vikrant Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010",lucknow,9849040855,
43,Tamil Nadu,chennai,32,538,hospital,7358033302,Child Trust Hospitals,,,,4/23/2021 14:06:00
44,Bihar,kaimur (bhabua),8,101,hospital,1234567890,Hospital Beds - Kaimur,,kaimur (bhabua),,
45,Maharashtra,mumbai city,22,378,hospital,022-61242424,Horizon Hospital,Thane,mumbai,,
46,Uttar Pradesh,lucknow,35,657,hospital,8176001561,Dr. Ram Manohar Lohia Institute of Medical Sciences,"Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010",lucknow,9453075416,
47,Delhi (NCT),new delhi,12,158,hospital,9968656990,Hospital,army the SVP covid hospital,,9818047498,
48,Bihar,patna,8,112,hospital,1234567890,Hospital Beds - Patna,,patna,,
49,Uttar Pradesh,lucknow,35,657,hospital,0522 2960439,Career Institute of Medical Sciences and Hospital,"Sitapur - Hardoi Bypass Road, Near I.I.M., Ghailla, Lucknow, Uttar Pradesh 226020",lucknow,,
50,Uttarakhand,champawat,36,686,hospital,1234567890,Champawat Covid Beds,Champawat,champawat,,
51,Meghalaya,east garo hills,24,414,hospital,8414055904,Williamnagar Civil Hospital,,,,4/27/2021 14:40:00
52,Uttar Pradesh,lucknow,35,657,hospital,0522-2622627,DRDO Avadh Shilpgram Covid Care Centre,"near, Sector 9, Amar Shaheed Path, Awadh Vihar Yojna, Lucknow, Uttar Pradesh 226029",lucknow,9454416813,
53,Gujarat,jamnagar,14,182,hospital,9652051550,Jamnagar Critical Care Hospital,,,2882563056,4/23/2021 17:59:00
54,Uttar Pradesh,lucknow,35,657,hospital,8004748577,Lucknow Heritage Hospital,"Kanchan Market Complex, Phool Mandi, Chowk, Lucknow, Uttar Pradesh 226003",lucknow,0522 225 8577,
55,Bihar,patna,8,112,hospital,7903149205,Hospital,Ashoka Patliputra patna,,,
56,Rajasthan,jaipur,30,515,hospital,9828816158,Swasthya Kalyan Covid Care Centre,"Sitapura, Jaipur",jaipur,9887587811,
57,Rajasthan,jaipur,30,515,hospital,1412246161,Asopa Hospital,,,,4/27/2021 14:41:00
58,Bihar,nawada,8,111,hospital,1234567890,Hospital Beds - Nawada,,nawada,,
59,Bihar,aurangabad,8,89,hospital,1234567890,Hospital Beds - Aurangabad,,aurangabad,,
60,Karnataka,bengaluru (bangalore) urban,19,283,hospital,1800 102 5555,Manipal Hospital,"98, HAL Old Airport Rd, Kodihalli, Bengaluru, Karnataka 560017, India",bangalore,,
61,Gujarat,surat,14,200,hospital,9825649192,R.T.S.V Hospital,,,2612578887,4/24/2021 14:01:00
62,Bihar,khagaria,8,103,hospital,1234567890,Hospital Beds - Khagaria,,khagaria,,
63,Maharashtra,mumbai city,22,378,hospital,9136665105,SR Memorial hospital,,mumbai,,
64,Uttar Pradesh,unnao,35,681,hospital,9412738652,Shri Ram Murti Smarak Hospital,,,9412293353,4/24/2021 12:39:00
65,Uttar Pradesh,lucknow,35,657,hospital,9119690303,Makewell Hospital,"Vijay Tower, CP-1, Vastu Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010",lucknow,7897492222,
66,Haryana,gurgaon,15,206,hospital,9818073527,hospital,,,,
67,Maharashtra,mumbai city,22,378,hospital,022-25855081,Lifecare Hospital,Thane,mumbai,,
68,Maharashtra,mumbai city,22,378,hospital,022-25763500,Hiranandani Hospital,Powai,mumbai,,
69,Uttarakhand,dehradun,36,687,hospital,1234567890,Dehradun Covid Beds,Dehradun,dehradun,,
70,Kerala,ernakulam,1,7,hospital,9847278924,Medical College Ernakulam,,,,4/23/2021 17:49:00
71,Uttar Pradesh,lucknow,35,657,hospital,9648543523,Anandi Water Park ( Covid Care Centre),ESI ,lucknow,094150 08377,
72,Uttar Pradesh,kanpur dehat,35,650,hospital,7235002769,hospitsl,"JL Rohtagi, Kanpur",,,
73,Uttar Pradesh,lucknow,35,657,hospital,7000050719,HInd Medical College,"Safedabad, Barabanki Road, Near Canal,Lucknow Metro, Lucknow, Uttar Pradesh 225003",lucknow,9415387752,
74,Bihar,siwan,8,121,hospital,1234567890,Hospital Beds - Siwan,,siwan,,
75,Uttar Pradesh,lucknow,35,657,hospital,8935003257,CNS Hospital,"20/154, Sector-25 Crossing,, Indira Nagar, Lucknow, Uttar Pradesh 226016",lucknow,0522 231 0816,
76,Bihar,patna,8,112,hospital,9162413233,Sir Raj Trust Hospita;,,,,26 Apr 12:22 PM
77,Uttar Pradesh,lucknow,35,657,hospital,8808915240,Autar Multispeciality Hospital,"Everady Chauraha, Talkatora Road, Tanki, Bulaki Adda, Talkatora, Aishbagh, Lucknow, Uttar Pradesh 226005",lucknow,9415023340,
78,Uttar Pradesh,hapur (panchsheel nagar),35,643,hospital,8057153994,Saraswathi Institute Of Medical Sciences,,,8755377390,4/27/2021 14:35:00
79,Maharashtra,pune,22,387,hospital,9765843763,Siddhivinayak Covid Center,,,,4/29/2021 10:08 PM
80,Puducherry (UT),mahe,28,475,hospital,7012224560,Government General Hospital,,,,4/23/2021 20:18:00
81,Uttar Pradesh,lucknow,35,657,hospital,6387761660,Haj House (Covid Care Centre),"Near Amausi International Airport, Sarojini Nagar, Lucknow, Uttar Pradesh, India",lucknow,,
82,Madhya Pradesh,indore,21,332,hospital,7089334218,Vishesh Hospital & Diagnostic Solutions,,,,4/23/2021 18:58:00
83,Bihar,begusarai,8,91,hospital,1234567890,Hospital Beds - Begusarai,,begusarai,,
84,Uttar Pradesh,hardoi,35,644,hospital,9560703162,Katiyar Nursing Home Dharmshala Road Hardoi,,,9415149239,4/24/2021 12:50:00
85,Gujarat,surat,14,200,hospital,2612474268,Anand Children Hospital,,,,4/23/2021 17:29:00
86,Gujarat,surat,14,200,hospital,9824155991,Pathik Children Hosp,,,2612277538,4/23/2021 20:29:00
87,Delhi (NCT),south delhi,12,163,hospital,7042979774,Terapanth Covid Center,Chattarpur,delhi,7371084226,
88,West Bengal,hooghly,37,703,hospital,3326945775,Kamala Roy Hospital,,,,4/23/2021 8:35pm
89,Chandigarh (UT),chandigarh,9,125,hospital,9779558282,Chandigarh - Covid Beds,Chandigarh,chandigarh,"0172-2752038,",
90,Meghalaya,east garo hills,24,414,hospital,9774760713,Woodland Hospital Shillong,,,9863060371,4/22/2021 17:54:00
91,Maharashtra,mumbai city,22,378,hospital,022-21647575,Manisha Hospital,Mulund,mumbai,,
92,Gujarat,bhavnagar,14,174,hospital,9825788033,Nirmal Children Hospital,,,2782424111,4/23/2021 13:39:00
93,Gujarat,anand,14,170,hospital,9824323603,Apara Hospital,,,2692251536,4/22/2021 2:31pm
94,Gujarat,bharuch,14,173,hospital,8238055307,Global Hospital,,,2642265400,4/22/2021 3:15pm
95,West Bengal,murshidabad,37,709,hospital,9734462843,Lalbagh Rainbow Nursing Home,,,,4/24/2021 4:00pm
96,Uttar Pradesh,lucknow,35,657,hospital,8840466030,Sanjeevani Hospital,"H.Non10 Adil Nagar Near Institute Of Environment &Management, Kursi Rd, behind Gayatri Mandir, Lucknow, Uttar Pradesh 226021",lucknow,9473994947,
97,Uttarakhand,pauri garhwal,36,690,hospital,1234567890,Pauri Garhwal Covid Beds,Pauri Garhwal,pauri,,
98,Gujarat,surendranagar,14,196,hospital,9898298958,Sterling Hospital-Vadodara,,,2652354455,4/22/2021 4:23pm
99,Uttar Pradesh,lucknow,35,657,hospital,9235435015,SIPS Super Speciality Hospital,"29, Shah Mina Rd, Jawahar Nagar, Chowk, Lucknow, Uttar Pradesh 226003",lucknow,,
100,Maharashtra,raigad,22,388,hospital,8888863055,Civil Hospital,,,,
101,Uttar Pradesh,lucknow,35,657,hospital,9044829709,Mayo Hospital,"Vikaskhand 2, Vikas Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010",lucknow,8853268994,
102,Uttar Pradesh,lucknow,35,657,hospital,731190006,Integral College,"Integral University, Kursi Rd, Lucknow, Uttar Pradesh 226026",lucknow,7311190888,
103,Chhattisgarh,raipur,10,148,hospital,9131010877,hospital,"Mahadeva hospital, mahadeva ghat",,,
104,Chhattisgarh,raipur,10,148,hospital,9340240899,Ashadeep hospital,"Ashadeep hospital, new Rajendra nagar",,,
105,Chhattisgarh,raipur,10,148,hospital,9109190911,RIMS hospital,bhansoj road RIMS Hospital,,,
106,Jharkhand,ranchi,18,274,hospital,7677111010,Rani hospital,"rani hospital, kutchery",,,
107,Uttar Pradesh,lucknow,35,657,hospital,8960059573,Hospital,"Dr. O.P. Chaudhary Hospital and Research CentreL3, Private Chaudhary Vihar Raebareli Road, Lucknow",,,
108,Uttarakhand,udham singh nagar,36,694,hospital,1234567890,Udham Singh Nagar Covid Beds,Udham Singh Nagar,udham singh nagar,,
109,Telangana,hyderabad,33,571,hospital,9640603161,Srikara Hospital,Secunderabad,hyderabad,,
110,Uttar Pradesh,lucknow,35,657,hospital,9918887722,Vidya Hospital & Trauma Centre,"Harikansh Garhi Raibareli, Raebareli - Lucknow Rd, Lucknow, Uttar Pradesh 226301",lucknow,7755806555,
111,Uttar Pradesh,lucknow,35,657,hospital,8858602073,Medical Care Centre,"Kanpur - Lucknow Rd, Ram Nagar, Alambagh, Lucknow, Uttar Pradesh 226005",lucknow,8881708881,
112,Rajasthan,jaipur,30,515,hospital,7791011100,Arya Hospital,,jaipur,,
113,Uttar Pradesh,mathura,35,661,hospital,7055318519,KD Medical College Hospital And Research Center,,,9897955556,4/24/2021 13:51:00
114,Jharkhand,deoghar,18,257,hospital,1234567890,Hospital Beds - Deoghar,,deoghar,,
115,West Bengal,hooghly,37,703,hospital,3326220136,Shramajibi Hospital,,,,4/23/2021 5:36pm
116,Uttar Pradesh,lucknow,35,657,hospital,8400000784,Green City Hospital,"D 12 Dwarika Estate Misrapur, Kursi Rd, Lucknow, Uttar Pradesh 226026",lucknow,,
117,Uttar Pradesh,lucknow,35,657,hospital,8173065444,K. K. Hospital,"87/88 Nabiullah Road Opp. SSP Office, River Bank Colony, Lucknow, Uttar Pradesh 226018",lucknow,9415020124,
118,Bihar,saran,8,117,hospital,1234567890,Hospital Beds - Saran,,saran,,
119,Maharashtra,mumbai city,22,378,hospital,022-25946132,Bhatia Ruby Hospital,Bhandup,mumbai,,
120,Haryana,gurgaon,15,206,hospital,8792739537,Hospital,pristyn care gurugram ,,,
121,Maharashtra,mumbai city,22,378,hospital,912223835004,BMS Mumbai medical helpline,,,,
122,Uttarakhand,pithoragarh,36,691,hospital,1234567890,Pithoragarh Covid Beds,Pithoragarh,pithoragarh,,
123,Uttar Pradesh,lucknow,35,657,hospital,9453207748,Vivekanand Hospital,"Aliganj Mahabirji Mandir Marg, Nirala Nagar, Vivekanandapuri Hydel Colony, Vivekananda Puram, Lucknow, 226007",lucknow,9889336105,
124,Chhattisgarh,raipur,10,148,hospital,7415790434,hospital,esic private hospital,,,
125,Uttarakhand,tehri garhwal,36,693,hospital,1234567890,Tehri Garhwal Covid Beds,Tehri Garhwal,tehri,,
126,Tamil Nadu,chennai,32,538,hospital,7904016493,Hospital Porur,,chennai,,
127,Meghalaya,west jaintia hills,24,423,hospital,9436106997,Norman Tunnel Hospital Jowai,,,,4/22/2021 3:33pm
128,West Bengal,north 24 parganas,37,711,hospital,3215262260,Sundarpur B.P.H.C,,,,4/27/2021 14:35:00
129,Maharashtra,mumbai suburban,22,379,hospital,090756 61239,Ashapuri Hospital,"Chamunda Co-Op.Hsg.Soc.Ltd, Western Express Hwy, Rawalpada, Dahisar East, Mumbai, Maharashtra 400068",mumbai,,
130,Uttar Pradesh,lucknow,35,657,hospital,7518111666; 9450093920,OP Choudhary Hospital,"Raibareli Rd, Sector 1, Chaudhary Vihar, Lucknow, Uttar Pradesh 226025",lucknow,9533169960,
131,Bihar,kishanganj,8,104,hospital,1234567890,Hospital Beds - Kisanganj,,kishanganj,,
132,Uttar Pradesh,lucknow,35,657,hospital,8604540222,RSD Samarpan Hospital,"Deva Rd, Lucknow, Uttar Pradesh 226028",lucknow,9415002806,
133,Uttar Pradesh,lucknow,35,657,hospital,9450355961,Medwell Hospital,"Burlington Crossing, 37, Cantonment Rd, Lucknow, Uttar Pradesh 226001",lucknow,9554987564,
134,Uttarakhand,almora,36,683,hospital,5962230557,Base Hospital,,,,4/22/2021 2:17pm
135,Andhra Pradesh,visakhapatnam,5,29,hospital,0866-2410978,Andhra Pradesh - Hospital Beds,,visakhapatnam,,
136,Bihar,patna,8,112,hospital,8434571619,Hospital,Max Care Hospital,,8340357578,
137,Bihar,jehanabad,8,100,hospital,1234567890,Hospital Beds - Jehanabad,,jehanabad,,
138,Uttar Pradesh,lucknow,35,657,hospital,9450048007,Shatabdi Super Speciality Hospital,"Sultanpur Road, Lucknow",lucknow,,
139,West Bengal,bankura,37,697,hospital,9434216662,Medicare General Hospital,,,,4/22/2021 2:48pm
140,Telangana,hyderabad,33,571,hospital,9000245391,Maha Hospital,Jubilee Hills,hyderabad,,
141,Jharkhand,ranchi,18,274,hospital,1234567890,Hospital Beds - Ranchi,,ranchi,,
142,Karnataka,bengaluru (bangalore) urban,19,283,hospital,9036304558,Bowring & Lady Curzon Medical College & Research Institute,,,,4/27/2021 14:39:00
143,Karnataka,bengaluru (bangalore) urban,19,283,hospital,8198449506,Hospital Artiam R R Nagar,,bangalore,,5/8/21 18:26
144,Uttar Pradesh,lucknow,35,657,hospital,7839564427,T S Mishra Medical College & Hospital,"opp. Railway Station, Amausi, Anora, Uttar Pradesh 226009",lucknow,078395 64428,
145,Uttar Pradesh,lucknow,35,657,hospital,8960286288,Sun Hospital,"Vibhav Khand, Gomatinagar, Lucknow",lucknow,,
146,Karnataka,bengaluru (bangalore) urban,19,283,hospital,9986863110,Bowring Hospital Shivajinagar,,bangalore,,5/8/21 18:26
147,Gujarat,navsari,14,190,hospital,9825683362,Kejal Lifein Hospital,,,2637236101,4/27/2021 2:38pm
148,Telangana,hyderabad,33,571,hospital,7331126430,Care Hospitals,,hyderabad,,
149,Uttar Pradesh,gonda,35,640,hospital,9415120955,R N Pandey,,,9415120955,4/23/2021 18:22:00
150,Uttar Pradesh,meerut,35,663,hospital,9837049311,KMC Hospital And Research Centre,,,,4/24/2021 13:05:00
151,Haryana,rohtak,15,219,hospital,9306717284,HOLY HEART,,,9306722176,4/24/2021 16:29:00
152,Karnataka,bengaluru (bangalore) urban,19,283,hospital,9739803593,Charaka Hospital V V Puram,,bangalore,,5/8/21 18:28
153,Karnataka,bengaluru (bangalore) urban,19,283,hospital,8150978143,Sagar Hospital Banashankari,,bangalore,,5/8/21 18:28
154,Maharashtra,mumbai suburban,22,379,hospital,9820881282,Pawan Dham,,,9820959828,4/27/2021 14:35:00
155,West Bengal,kolkata,37,707,hospital,8820702070,Mr Bangur Hospital,,,,4/23/2021 18:12:00
156,Maharashtra,mumbai city,22,378,hospital,9152050040,Nanavati Hospital,"Swami Vivekananda Rd, near LIC, LIC Colony, Suresh Colony, Vile Parle West, Mumbai, Maharashtra 400056",mumbai,,
157,Maharashtra,mumbai city,22,378,hospital,8080833354,Veena Multi-Specialty Hospital (Andheri),"Plot No, Swaroop Bhavan, 38, Tarun Bharat Rd, Chakala, Andheri East, Mumbai, Maharashtra 400099",mumbai,,
158,Bihar,sitamarhi,8,120,hospital,1234567890,Hospital Beds - Sitamarhi,,sitamarhi,,
159,Rajasthan,bharatpur,30,505,hospital,5644236800,"Jindal Nursing HomeSp Mukherjee Nagar, Bharatpur, Bharatpur, Rajasthan, India, Pincode: 321001",,,5644236550,4/22/2021 3:14pm
160,Karnataka,bengaluru (bangalore) urban,19,283,hospital,9448053952,Vagus Hospital Mallesharam,,bangalore,,5/8/21 18:30
161,Karnataka,bengaluru (bangalore) urban,19,283,hospital,9986315997,Applo Hospital Sheshadripuram,,bangalore,,5/8/21 18:34
162,Chhattisgarh,raipur,10,148,hospital,104,Chhatisgarh - District Covid Helpline,,raipur,0788-2210772,
163,Delhi (NCT),new delhi,12,158,hospital,9319589279,Delhi Sikh Gurudwara Mgt. Commitee,Sarai Kale Khan,delhi,1123737328,
164,Rajasthan,jaipur,30,515,hospital,8209112988,Maharaja Vinayak General Hospital,,,,4/25/2021 18:45:00
165,Delhi (NCT),new delhi,12,158,hospital,011 22307145,500 beds ICU Covid Care Centre,"Ram Leela Maidan, Opp. GTB Hospital, Delhi",delhi,,
166,Uttar Pradesh,fatehpur,35,635,hospital,9670780916,Broadwell Christian Hosptial,,,8318748851,4/27/2021 14:42:00
167,Gujarat,mehsana,14,187,hospital,8200906507,Shankuz Medi City,,,,4/23/2021 17:02:00
168,Karnataka,bengaluru (bangalore) urban,19,283,hospital,9845052232,Colombia Asia Hospital Hebbal,,bangalore,,5/8/21 18:34
169,Bihar,samastipur,8,116,hospital,1234567890,Hospital Beds - Samastipur,,samastipur,,
170,Karnataka,bengaluru (bangalore) urban,19,283,hospital,080 66040400,Aster RV hospital ,   JP Nagar ,bangalore,,
171,Karnataka,bengaluru (bangalore) urban,19,283,hospital,9448214426,Victoria Hospital K.R.Market,,bangalore,,5/8/21 18:36
172,Uttar Pradesh,lucknow,35,657,hospital,9415002546,Kamakhya Hospital,"Sarai Mali Ka Krasinga, Hardoi Rd, Chaupatiyan, Chowk, Lucknow, Uttar Pradesh 226003",lucknow,0522 225 3939,
173,Meghalaya,east garo hills,24,414,hospital,9436103945,Civil Hospital Shillong,,,9436103036,4/23/2021 14:49:00
174,Rajasthan,nagaur,30,523,hospital,1582242985,JLN Hospital,,,,4/23/2021 4:50pm
175,Maharashtra,mumbai city,22,378,hospital,"022-25905599, 9322709039",Sai Siddhi Hospital (Mulund),,mumbai,,
176,Maharashtra,mumbai city,22,378,hospital,9136665305,Apex Hospital (Mulund),,mumbai,022-41624000,
177,Gujarat,surat,14,200,hospital,2612477788,Shri K.P.Sanghvi Hopsital,,,,4/23/2021 17:45:00
178,Uttar Pradesh,lucknow,35,657,hospital,9555980262,Era Lucknow Medical College and Hospital,"Sarfarazganj, Hardol Road, Lucknow",lucknow,5226600777,
179,Chhattisgarh,raipur,10,148,hospital,6267367823,Hospital,"Ayurvedic hospital, great Eastern road",,,
180,Bihar,supaul,8,122,hospital,1234567890,Hospital Beds - Supaul,,supaul,,
181,Meghalaya,south west khasi hills,24,421,hospital,9485126252,Holy Cross Hospital Mairang,,,,4/22/2021 3:08pm
182,Maharashtra,mumbai city,22,378,hospital,9773459206,MAA Hospital,"B R C Colony, R C Marg, Chembur East, Mumbai - 400071, Near Aaradhana Hotel",mumbai,912225220334,
183,Uttar Pradesh,lucknow,35,657,hospital,8052258241,SHM Hospital,Malihabad Lucknow,lucknow,,
184,Gujarat,amreli,14,169,hospital,9426212522,Raghavedra Hospital,,,2792233580,4/22/2021 2:24pm
185,Uttarakhand,haridwar,36,688,hospital,1234567890,Haridwar Covid Beds,Haridwar,haridwar,,
186,Telangana,hyderabad,33,571,hospital,9182559313,Kachiguda,,hyderabad,,05/08/21 19:30
187,Bihar,patna,8,112,hospital,8102473340,Hospital,JDM Kankarbagh,,,
188,Delhi (NCT),new delhi,12,158,hospital,1143274444,Hospital,"Garg hospital, no.8and9,opp karkardooma court ,sector 17",,1145152556,
189,Telangana,hyderabad,33,571,hospital,4045674567,Yashoda Hospital,somajiguda,hyderabad,,
190,West Bengal,kolkata,37,707,hospital,3340171717,Eedf  Medicare Centre  (Sri Aurobindo Seva Kendra),,,,4/23/2021 20:51:00
191,Karnataka,bengaluru (bangalore) urban,19,283,hospital,9964089472,M.S.Ramaiah Hospital New BEL Road,,bangalore,,5/8/21 18:24
192,Karnataka,bengaluru (bangalore) urban,19,283,hospital,9071703519,People Trees Hospital Gorguntepalya,,bangalore,,5/8/21 18:25
193,Telangana,hyderabad,33,571,hospital,7893850658,Safe Hospital,athapur,hyderabad,,
194,Telangana,hyderabad,33,571,hospital,9849616870,Ent Hospital,somajiguda,hyderabad,,
195,Gujarat,surat,14,200,hospital,7573039107,Saachi Hospital,,,2612236800,4/24/2021 16:35:00
196,Karnataka,bengaluru (bangalore) urban,19,283,hospital,9845313235,Unity life Hospital Nagarbhavi ,,bangalore,,
197,Uttar Pradesh,lucknow,35,657,hospital,6391939505,Medanta Hospital,"Amar Shaheed Path, Golf City, Pocket - 1, Sector A, Lucknow, Uttar Pradesh 226030",lucknow,7314747015,
198,Karnataka,bengaluru (bangalore) urban,19,283,hospital,9488658119,N.R.Hospital Chandapura,,bangalore,,5/8/21 18:36
199,Uttar Pradesh,lucknow,35,657,hospital,7318063333,Mayo Institue of Medical Sciences,"Faizabad Rd, Gram, Gadia, Uttar Pradesh 225001",lucknow,8935002601,
200,Rajasthan,pratapgarh,30,525,hospital,9450185865,Ruma Hospital,,,9838232323,4/23/2021 8:56pm
201,Rajasthan,jaipur,30,515,hospital,1412770798,Mahatma Gandhi hospital ,,,1412771777,4/24/2021 16:06:00
202,Karnataka,bengaluru (bangalore) urban,19,283,hospital,9880455127,Sakra Hospital Marathalli,,bangalore,,5/8/21 18:38
203,Gujarat,morbi,14,188,hospital,9879547425,Gokul Hospital,,,2822225800,4/23/2021 8:04pm
204,West Bengal,kolkata,37,707,hospital,9051715171,Desun  Hospital,,,3371222000,4/23/2021 19:00:00
205,Karnataka,bengaluru (bangalore) urban,19,283,hospital,9886051074,Harsha Ramaiah Nelamangala,,bangalore,,5/8/21 18:41
206,Telangana,hyderabad,33,571,hospital,8978709593,satyam Hospital,Attapur,hyderabad,,05/08/21 19:40
207,Karnataka,bengaluru (bangalore) urban,19,283,hospital,9538965009,Leena Ramaiah Devanahalli,,bangalore,,5/8/21 18:41
208,Karnataka,bengaluru (bangalore) urban,19,283,hospital,9844141315,Sapthagiri Medical College Hospital Chikkabanavara,,bangalore,,5/8/21 18:44
209,Karnataka,bengaluru (bangalore) urban,19,283,hospital,9844016665,Med Ray Sanjay nagar ,,bangalore,,5/8/21 18:44
210,Tamil Nadu,chennai,32,538,hospital,9789954702,Southern Crest Hotels ,,chennai,,
211,West Bengal,nadia,37,710,hospital,3346000450,Glocal,,,,4/24/2021 1:45pm
212,Gujarat,surendranagar,14,196,hospital,9099922480,C.U.Shah Medical College And Hospital,,,,4/24/2021 2:10pm
213,Uttar Pradesh,lucknow,35,657,hospital,9918101001,Gayatri Hospital,,,,4/27/2021 14:35:00
214,West Bengal,kolkata,37,707,hospital,3323202122,Bypass Apollo ,,,,4/27/2021 14:35:00
215,Uttarakhand,rudraprayag,36,692,hospital,1234567890,Rudraprayag Covid Beds,Rudraprayag,rudraprayag,,
216,Madhya Pradesh,indore,21,332,hospital,9826019722,Prashanti Hospital,,,,4/27/2021 14:36:00
